Ticker,NTrades,WinRate,Realized_pnl,PNL,Avg_realized_pnl,ProfitFactor,Remaining_share_value,FinalCash,FinalEquity,CAGR,Sharpe,MaxDrawdown,Calmar
A,9,0.1111111111111111,-1227.325121162771,-1221.9381016906746,-136.36945790697456,0.13746388190243938,123.41999816894533,,,,,,
AAPL,2,0.5,-333.3699265571529,95.81423138240484,-166.68496327857645,0.3664699011056073,4073.8108892827477,,,,,,
ABBV,7,0.14285714285714285,-1853.2421369586318,1222.2953000387643,-264.748876708376,0.14620607076883602,21924.88165876876,,,,,,
ABT,4,0.5,1375.5956289435617,1452.7430643063449,343.8989072358904,46.06404625708351,8333.124991945055,,,,,,
ACGL,10,0.4,2451.5947504901605,2451.5947504901605,245.15947504901607,1.8891701531260685,0.0,,,,,,
ACN,8,0.375,1516.1199584997867,1516.1199584997867,189.51499481247333,3.7081741632512584,0.0,,,,,,
ADBE,9,0.2222222222222222,-4455.011474609377,-4640.650665283208,-495.0012749565974,0.4294774419171643,18387.540435791016,,,,,,
ADI,6,0.16666666666666666,1425.9047778399809,1425.9047778399809,237.65079630666352,3.4462989105532693,0.0,,,,,,
ADM,10,0.3,-950.6898002231503,-950.6898002231503,-95.06898002231503,0.4207879607547906,0.0,,,,,,
ADP,8,0.375,84.71240477173959,84.71240477173959,10.589050596467448,1.266530004654642,0.0,,,,,,
ADSK,3,0.3333333333333333,493.9502105712852,493.9502105712852,164.6500701904284,1.334756721941946,0.0,,,,,,
AEE,5,0.6,601.3588312777091,625.5439183399494,120.27176625554182,37.413542390242114,518.499984741211,,,,,,
AEP,9,0.6666666666666666,-2615.534120516497,-2615.534120516497,-290.61490227961076,0.20964961363487367,0.0,,,,,,
AES,10,0.2,-2478.35902139684,-2478.35902139684,-247.835902139684,0.13996822642177867,0.0,,,,,,
AFL,9,0.4444444444444444,3563.7830482186314,3823.868317908382,395.97589424651466,7.349355395501878,4454.800109863282,,,,,,
AIG,10,0.3,561.4485256152915,561.4485256152915,56.14485256152916,1.4985652131060596,0.0,,,,,,
AIZ,2,1.0,499.91249722863245,516.0408582981017,249.95624861431622,,1070.9500122070312,,,,,,
AJG,10,0.5,-811.4784536796265,-810.3586416679077,-81.14784536796265,0.5950943998493955,4270.0,,,,,,
AKAM,2,0.0,-1289.5805892944336,-1289.5805892944336,-644.7902946472168,0.0,0.0,,,,,,
ALB,6,0.16666666666666666,-87.77702819736783,-87.77702819736783,-14.629504699561304,0.7974696506697526,0.0,,,,,,
ALGN,5,0.2,-2933.749496459961,-2933.749496459961,-586.7498992919922,0.024285196908658154,0.0,,,,,,
ALL,7,0.42857142857142855,-2355.0319139925364,-1907.540902361973,-336.4331305703623,0.23199946312999117,13965.60040283203,,,,,,
ALLE,4,0.75,-140.62813676332922,-140.62813676332922,-35.157034190832306,0.6611431291035912,0.0,,,,,,
AMAT,7,0.7142857142857143,232.96668167265256,481.126624299607,33.28095452466464,1.134907222716657,9604.920028686525,,,,,,
AMCR,9,0.2222222222222222,-467.3337497663112,-467.3337497663112,-51.92597219625681,0.19003956513243472,0.0,,,,,,
AMD,7,0.5714285714285714,629.8497924804708,629.8497924804708,89.9785417829244,1.8646319540840477,0.0,,,,,,
AME,1,1.0,586.3180665346338,856.086731460927,586.3180665346338,,4482.719970703125,,,,,,
AMGN,4,0.25,754.5011011685663,754.5011011685663,188.6252752921415,1.9734157032237298,0.0,,,,,,
AMP,5,0.4,581.5668481494824,581.5668481494824,116.31336962989648,3.137642256689788,0.0,,,,,,
AMT,6,0.5,3103.0942637040084,3103.0942637040084,517.1823772840014,9.190763322741192,0.0,,,,,,
AMZN,7,0.5714285714285714,4541.360557556156,4541.360557556156,648.7657939365936,21.86638455017676,0.0,,,,,,
ANET,2,1.0,1890.2152938842764,1890.2152938842764,945.1076469421382,,0.0,,,,,,
AON,6,0.16666666666666666,-941.1735899223279,-941.1735899223279,-156.86226498705466,0.3765885557651842,0.0,,,,,,
AOS,10,0.4,5025.397804825238,5053.441672784812,502.5397804825237,13.00056073192582,435.5166411622282,,,,,,
APA,8,0.5,-1832.963136971954,-1832.963136971954,-229.12039212149426,0.15624842200300698,0.0,,,,,,
APD,9,0.3333333333333333,2442.9894517895177,2442.9894517895177,271.44327242105754,3.724059511265579,0.0,,,,,,
APH,3,0.6666666666666666,1970.0087371715065,1970.0087371715065,656.6695790571688,9.814594885516774,0.0,,,,,,
APO,5,0.8,1014.8051357157368,990.8988113448555,202.96102714314736,26.640151523198718,3291.8943817044355,,,,,,
APTV,9,0.2222222222222222,-129.66727447509766,-89.90726470947266,-14.407474941677517,0.868861302151039,343.32000732421875,,,,,,
ARE,6,0.0,-534.4498680190135,-515.9410329944262,-89.07497800316891,0.0,248.84999084472656,,,,,,
ATO,7,0.42857142857142855,679.3083395384565,691.1591008739068,97.04404850549379,6.25943991331011,169.72000122070312,,,,,,
AVB,3,0.3333333333333333,798.4265266038467,798.4265266038467,266.14217553461555,13.988983440308504,0.0,,,,,,
AVGO,1,1.0,40.54492141163297,40.54492141163297,40.54492141163297,,0.0,,,,,,
AVY,6,0.0,-4106.542767321386,-4106.542767321386,-684.4237945535643,0.0,0.0,,,,,,
AWK,8,0.5,1036.9507484372243,1036.9507484372243,129.618843554653,2.3049136788348537,0.0,,,,,,
AXON,8,0.375,2337.3700866699223,2337.3700866699223,292.1712608337403,2.0563719415122788,0.0,,,,,,
AXP,6,0.8333333333333334,1434.8907193141144,1434.8907193141144,239.14845321901907,15.869691486892103,0.0,,,,,,
AZO,0,,0.0,0.0,,,0.0,,,,,,
BA,5,0.6,-1053.4480895996144,-1053.4480895996144,-210.68961791992288,0.7401401507320023,0.0,,,,,,
BAC,3,0.6666666666666666,500.2905684679999,3885.565809665103,166.76352282266663,36.86109545719088,20624.639820098877,,,,,,
_PORTFOLIO_,306,0.3954248366013072,11577.880582664842,19705.967981691294,37.83621105446027,1.1919008943811045,116324.20932534491,3381.7586563463433,119705.96798169125,0.06165948258472853,0.1433325454248804,-0.16903629804601794,0.3647706634461584
