Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,RealizedPNL
ADM,2022-12-21 05:00:00,2022-12-22 05:00:00,85.35762337078685,86.17246431525359,585.0,476.68195251304167
ADM,2022-12-27 05:00:00,2022-12-29 05:00:00,86.96901248408072,85.95274787952948,577.0,-586.3846768260648
AVY,2023-01-05 05:00:00,2023-02-08 05:00:00,175.34812636015792,173.5677097741771,284.0,-505.6383104185519
APTV,2023-01-20 05:00:00,2023-02-15 05:00:00,101.51000213623048,122.08999633789062,2.0,41.159988403320284
AJG,2023-01-18 05:00:00,2023-02-22 05:00:00,190.37660832986668,182.5271568534548,4.0,-31.397805905647488
ALL,2023-02-09 05:00:00,2023-03-03 05:00:00,128.79628362337525,119.19572297058382,192.0,-1843.3076453359545
AMZN,2023-01-19 05:00:00,2023-03-06 05:00:00,94.73999786376952,95.19000244140624,5.0,2.2500228881835938
ALLE,2023-01-12 05:00:00,2023-03-07 05:00:00,110.02290341211648,110.28275220342732,114.0,29.622762209436246
AXON,2023-01-17 05:00:00,2023-03-08 05:00:00,188.30999755859372,226.0,16.0,603.0400390625005
ABBV,2023-02-24 05:00:00,2023-03-13 04:00:00,136.8453239396635,134.76507790819522,93.0,-193.46288092654981
AMD,2023-01-24 05:00:00,2023-03-16 04:00:00,73.75,89.72000122070312,2.0,31.94000244140625
AXP,2023-01-17 05:00:00,2023-03-20 04:00:00,150.36472763244245,153.10058337262575,41.0,112.17008534751517
AOS,2023-01-09 05:00:00,2023-04-13 04:00:00,58.277025795948525,62.73592360640775,429.0,1912.8671606870084
AMAT,2023-01-17 05:00:00,2023-04-17 04:00:00,106.70796966552734,106.7721305314748,15.0,0.962412989211856
APA,2023-04-14 04:00:00,2023-04-24 04:00:00,36.557235625034416,33.574752359045256,26.0,-77.54456491571815
AMCR,2023-04-12 04:00:00,2023-04-27 04:00:00,9.79629030074077,9.573445269300802,8.0,-1.782760251519747
AVY,2023-04-17 04:00:00,2023-04-27 04:00:00,170.70124338939493,156.9246996473772,7.0,-96.43580619412415
AES,2023-04-17 04:00:00,2023-04-28 04:00:00,21.40954989185104,20.708891491715,32.0,-22.42106880435324
ADM,2023-04-13 04:00:00,2023-05-03 04:00:00,74.4926246408857,69.79769313190225,90.0,-422.54383580851
AMT,2023-04-13 04:00:00,2023-05-04 04:00:00,193.14798815528812,175.8205674264534,8.0,-138.61936583067768
ADBE,2023-03-28 04:00:00,2023-05-05 04:00:00,373.4200134277344,338.9800109863281,24.0,-826.56005859375
ABBV,2023-03-24 04:00:00,2023-05-09 04:00:00,140.4451046476668,134.5534794492469,254.0,-1496.4728003986515
ACN,2023-04-04 04:00:00,2023-05-16 04:00:00,272.7941972839045,266.78864305296133,4.0,-24.022216923772703
AEP,2023-04-10 04:00:00,2023-05-18 04:00:00,85.10007085386943,78.56832992655096,1.0,-6.531740927318467
APD,2023-04-13 04:00:00,2023-05-18 04:00:00,269.68631719061545,258.65304639804305,50.0,-551.6635396286205
AEE,2023-04-10 04:00:00,2023-05-23 04:00:00,82.53515616660934,77.11225525823785,2.0,-10.845801816742977
AWK,2023-04-10 04:00:00,2023-05-24 04:00:00,141.77927470031918,135.55771299038162,2.0,-12.443123419875121
AMD,2023-05-12 04:00:00,2023-05-25 04:00:00,96.83000183105467,117.30999755859376,57.0,1167.3597564697282
ABT,2023-04-20 04:00:00,2023-05-26 04:00:00,106.89991254024272,97.28130326278034,3.0,-28.85582783238715
AMZN,2023-03-27 04:00:00,2023-05-30 04:00:00,99.06999969482422,122.37000274658205,180.0,4194.000549316409
AOS,2023-04-24 04:00:00,2023-05-30 04:00:00,65.60009745145227,63.67550674522062,8.0,-15.396725649853181
AON,2023-04-04 04:00:00,2023-05-31 04:00:00,310.73465473894225,304.43683306206003,7.0,-44.084751738175555
AFL,2023-04-21 04:00:00,2023-06-02 04:00:00,62.88078752305416,62.31142234318821,2.0,-1.1387303597318947
ACGL,2023-03-31 04:00:00,2023-06-06 04:00:00,64.56600900930587,68.18893214033922,70.0,253.60461917233422
AJG,2023-04-06 04:00:00,2023-06-07 04:00:00,191.0923186674473,201.29741624899583,3.0,30.615292744645586
APO,2023-05-18 04:00:00,2023-06-14 04:00:00,60.47024202782118,72.9301909963944,42.0,523.3178566800754
ADBE,2023-05-30 04:00:00,2023-06-16 04:00:00,429.9400024414063,518.22998046875,36.0,3178.439208984373
AWK,2023-06-22 04:00:00,2023-06-28 04:00:00,140.75948122349138,134.78356588172684,1.0,-5.975915341764534
