Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,RealizedPNL
ADM,2022-12-21 05:00:00,2022-12-22 05:00:00,85.35762337078685,86.17246431525359,5.0,4.07420472233369
ADM,2022-12-21 05:00:00,2022-12-29 05:00:00,85.35762337078685,85.95274787952948,2.0,1.1902490174852574
ADM,2022-12-21 05:00:00,2023-01-06 05:00:00,85.35762337078685,77.72185372675852,3.0,-22.907308932084987
APD,2023-02-01 05:00:00,2023-02-03 05:00:00,297.51669524463244,272.23181961685384,10.0,-252.84875627778604
AVY,2023-01-05 05:00:00,2023-02-08 05:00:00,175.34812636015792,173.5677097741771,5.0,-8.902082929904083
AKAM,2023-02-03 05:00:00,2023-02-15 05:00:00,89.5199966430664,81.52999877929688,10.0,-79.89997863769531
APTV,2023-01-20 05:00:00,2023-02-15 05:00:00,101.51000213623048,122.08999633789062,10.0,205.79994201660142
ALB,2023-01-31 05:00:00,2023-02-22 05:00:00,261.2556436586862,233.1012162638819,10.0,-281.54427394804316
ACN,2023-02-06 05:00:00,2023-03-01 05:00:00,274.2903061744992,254.15975617258488,5.0,-100.65275000957172
BAC,2023-01-30 05:00:00,2023-03-03 05:00:00,32.71476353019521,31.46809695048795,5.0,-6.233332898536315
AIZ,2023-01-12 05:00:00,2023-03-06 05:00:00,121.17070738559204,121.71125774609924,5.0,2.7027518025359853
AMZN,2023-01-19 05:00:00,2023-03-06 05:00:00,94.73999786376952,95.19000244140624,5.0,2.2500228881835938
ALLE,2023-01-12 05:00:00,2023-03-07 05:00:00,110.02290341211648,110.28275220342732,5.0,1.2992439565542213
AXON,2023-01-17 05:00:00,2023-03-08 05:00:00,188.30999755859372,226.0,10.0,376.9000244140628
ADSK,2023-01-24 05:00:00,2023-03-08 05:00:00,209.30999755859372,205.83999633789065,5.0,-17.35000610351534
ACN,2023-02-06 05:00:00,2023-03-10 05:00:00,274.2903061744992,249.48914381994092,5.0,-124.0058117727915
AVB,2023-01-19 05:00:00,2023-03-10 05:00:00,152.45523397479968,155.27933373856283,5.0,14.120498818815719
BAC,2023-01-30 05:00:00,2023-03-10 05:00:00,32.71476353019521,28.354012013639604,5.0,-21.803757582778047
ABBV,2023-02-24 05:00:00,2023-03-13 04:00:00,136.8453239396635,134.76507790819522,5.0,-10.401230157341388
AIZ,2023-01-12 05:00:00,2023-03-13 04:00:00,121.17070738559204,109.937093793874,5.0,-56.1680679585902
AMP,2023-01-17 05:00:00,2023-03-13 04:00:00,319.5186574461792,281.7740858718364,10.0,-377.44571574342785
ALLE,2023-01-12 05:00:00,2023-03-16 04:00:00,110.02290341211648,99.73569349879271,5.0,-51.43604956661882
AMD,2023-01-24 05:00:00,2023-03-16 04:00:00,73.75,89.72000122070312,10.0,159.70001220703125
ANET,2023-02-06 05:00:00,2023-03-17 04:00:00,32.685001373291016,40.63124847412109,10.0,79.46247100830071
AXP,2023-01-17 05:00:00,2023-03-20 04:00:00,150.36472763244245,153.10058337262575,5.0,13.679278700916484
AVY,2023-01-05 05:00:00,2023-03-20 04:00:00,175.34812636015792,160.3951162153339,5.0,-74.7650507241201
AVB,2023-01-19 05:00:00,2023-03-24 04:00:00,152.45523397479968,139.1157249457504,5.0,-66.69754514524641
AOS,2023-01-09 05:00:00,2023-04-13 04:00:00,58.277025795948525,62.73592360640775,5.0,22.294489052296136
AMAT,2023-01-17 05:00:00,2023-04-17 04:00:00,106.70796966552734,106.7721305314748,5.0,0.32080432973728534
APA,2023-04-14 04:00:00,2023-04-24 04:00:00,36.557235625034416,33.574752359045256,10.0,-29.824832659891598
ADSK,2023-01-24 05:00:00,2023-04-26 04:00:00,209.30999755859372,191.19000244140625,5.0,-90.59997558593736
BA,2023-04-10 04:00:00,2023-04-26 04:00:00,211.0,208.25,5.0,-13.75
AMCR,2023-04-12 04:00:00,2023-04-27 04:00:00,9.79629030074077,9.573445269300802,5.0,-1.1142251571998418
AVY,2023-04-17 04:00:00,2023-04-27 04:00:00,170.70124338939493,156.9246996473772,10.0,-137.76543742017736
AES,2023-04-17 04:00:00,2023-04-28 04:00:00,21.40954989185104,20.708891491715,5.0,-3.5032920006801938
ADM,2023-04-13 04:00:00,2023-05-03 04:00:00,74.4926246408857,69.79769313190225,5.0,-23.47465754491722
AMCR,2023-04-12 04:00:00,2023-05-04 04:00:00,9.79629030074077,8.895993883362188,5.0,-4.501482086892912
AMT,2023-04-13 04:00:00,2023-05-04 04:00:00,193.14798815528812,175.8205674264534,10.0,-173.2742072883471
AMGN,2023-04-05 04:00:00,2023-05-05 04:00:00,229.46236021491657,214.77537740059933,5.0,-73.43491407158623
