Date,Ticker,Type,Price,Shares,Cash_after
2022-12-21 05:00:00,ADM,BUY,85.35762337078685,23.0,98036.7746624719
2022-12-22 05:00:00,ADM,SELL,86.17246431525359,11.0,98984.67176993968
2022-12-22 05:00:00,ALGN,BUY,202.27999877929688,9.0,97164.15178092601
2022-12-29 05:00:00,ADM,SELL,85.95274787952948,6.0,97679.8682682032
2023-01-05 05:00:00,AVY,BUY,175.34812636015792,11.0,95751.03887824145
2023-01-06 05:00:00,ADM,SELL,77.72185372675852,6.0,96217.37000060201
2023-01-09 05:00:00,AOS,BUY,58.277025795948525,33.0,94294.2281493357
2023-01-12 05:00:00,AIZ,BUY,121.17070738559204,15.0,92476.66753855182
2023-01-12 05:00:00,ALLE,BUY,110.02290341211648,16.0,90716.30108395795
2023-01-17 05:00:00,AXP,BUY,150.36472763244245,12.0,88911.92435236865
2023-01-17 05:00:00,AMP,BUY,319.5186574461792,5.0,87314.33106513775
2023-01-17 05:00:00,AXON,BUY,188.30999755859372,9.0,85619.54108711041
2023-01-17 05:00:00,AMAT,BUY,106.70796966552734,16.0,83912.21357246197
2023-01-18 05:00:00,ALGN,SELL,247.27999877929688,9.0,86137.73356147564
2023-01-18 05:00:00,AJG,BUY,190.37660832986668,9.0,84424.34408650684
2023-01-19 05:00:00,AVB,BUY,152.45523397479968,11.0,82747.33651278404
2023-01-19 05:00:00,AMZN,BUY,94.73999786376952,17.0,81136.75654909996
2023-01-20 05:00:00,APTV,BUY,101.51000213623048,15.0,79614.1065170565
2023-01-24 05:00:00,ADSK,BUY,209.30999755859372,7.0,78148.93653414634
2023-01-24 05:00:00,AMD,BUY,73.75,21.0,76600.18653414634
2023-01-30 05:00:00,BAC,BUY,32.71476353019521,46.0,75095.30741175736
2023-01-30 05:00:00,AAPL,BUY,142.80563325307273,10.0,73667.25107922663
2023-01-31 05:00:00,ALB,BUY,261.2556436586862,5.0,72360.9728609332
2023-02-01 05:00:00,APD,BUY,297.51669524463244,4.0,71170.90607995467
2023-02-03 05:00:00,APD,SELL,272.23181961685384,4.0,72259.83335842208
2023-02-03 05:00:00,AKAM,BUY,89.5199966430664,16.0,70827.51341213302
2023-02-06 05:00:00,ACN,BUY,274.2903061744992,5.0,69456.06188126052
2023-02-08 05:00:00,AVY,SELL,173.5677097741771,5.0,70323.90043013141
2023-02-09 05:00:00,ALL,BUY,128.79628362337525,10.0,69035.93759389766
2023-02-15 05:00:00,AKAM,SELL,81.52999877929688,16.0,70340.41757436641
2023-02-15 05:00:00,APTV,SELL,122.08999633789062,15.0,72171.76751943477
2023-02-22 05:00:00,AJG,SELL,182.5271568534548,4.0,72901.87614684859
2023-02-22 05:00:00,ALB,SELL,233.1012162638819,5.0,74067.382228168
2023-02-24 05:00:00,ABBV,BUY,136.8453239396635,10.0,72698.92898877137
2023-03-01 05:00:00,ACN,SELL,254.15975617258488,2.0,73207.24850111654
2023-03-03 05:00:00,ALL,SELL,119.19572297058382,5.0,73803.22711596946
2023-03-03 05:00:00,BAC,SELL,31.46809695048795,23.0,74526.99334583069
2023-03-06 05:00:00,AIZ,SELL,121.71125774609924,7.0,75378.97215005339
2023-03-06 05:00:00,AMZN,SELL,95.19000244140624,8.0,76140.49216958464
2023-03-07 05:00:00,ALLE,SELL,110.28275220342732,8.0,77022.75418721206
2023-03-08 05:00:00,ADSK,SELL,205.83999633789065,3.0,77640.27417622574
2023-03-08 05:00:00,ALL,SELL,118.07343896929316,5.0,78230.6413710722
2023-03-08 05:00:00,AXON,SELL,226.0,9.0,80264.6413710722
2023-03-10 05:00:00,ACN,SELL,249.48914381994092,3.0,81013.10880253202
2023-03-10 05:00:00,AVB,SELL,155.27933373856283,5.0,81789.50547122484
2023-03-10 05:00:00,BAC,SELL,28.354012013639604,23.0,82441.64774753855
2023-03-13 04:00:00,ABBV,SELL,134.76507790819522,5.0,83115.47313707952
2023-03-13 04:00:00,AIZ,SELL,109.937093793874,8.0,83994.96988743052
2023-03-13 04:00:00,AMP,SELL,281.7740858718364,5.0,85403.8403167897
2023-03-15 04:00:00,AJG,SELL,173.17623046315072,5.0,86269.72146910545
2023-03-16 04:00:00,ALLE,SELL,99.73569349879271,8.0,87067.6070170958
2023-03-16 04:00:00,AMD,SELL,89.72000122070312,21.0,88951.72704273056
2023-03-20 04:00:00,AVY,SELL,160.3951162153339,6.0,89914.09774002257
2023-03-20 04:00:00,AXP,SELL,153.10058337262575,6.0,90832.70124025832
2023-03-24 04:00:00,AVB,SELL,139.1157249457504,6.0,91667.39558993283
2023-03-28 04:00:00,ADBE,BUY,373.4200134277344,4.0,90173.71553622189
2023-03-31 04:00:00,ACGL,BUY,64.56600900930587,27.0,88430.43329297063
2023-04-04 04:00:00,AON,BUY,310.73465473894225,5.0,86876.76001927591
2023-04-04 04:00:00,ACN,BUY,272.7941972839045,6.0,85239.99483557249
2023-04-05 04:00:00,AMGN,BUY,229.46236021491657,7.0,83633.75831406808
2023-04-06 04:00:00,AJG,BUY,191.0923186674473,8.0,82105.0197647285
2023-04-10 04:00:00,AWK,BUY,141.77927470031918,11.0,80545.44774302498
2023-04-10 04:00:00,AEE,BUY,82.53515616660934,19.0,78977.27977585941
2023-04-10 04:00:00,AEP,BUY,85.10007085386943,18.0,77445.47850048976
2023-04-10 04:00:00,BA,BUY,211.0,7.0,75968.47850048976
2023-04-12 04:00:00,AMCR,BUY,9.79629030074077,155.0,74450.05350387494
2023-04-13 04:00:00,AOS,SELL,62.73592360640775,16.0,75453.82828157746
2023-04-13 04:00:00,AKAM,BUY,81.4800033569336,18.0,73987.18822115265
2023-04-13 04:00:00,APD,BUY,269.68631719061545,5.0,72638.75663519958
2023-04-13 04:00:00,ADM,BUY,74.4926246408857,19.0,71223.39676702274
2023-04-13 04:00:00,AMT,BUY,193.14798815528812,7.0,69871.36084993572
2023-04-14 04:00:00,ABT,BUY,98.67172623201796,14.0,68489.95668268747
2023-04-14 04:00:00,APA,BUY,36.557235625034416,37.0,67137.33896456119
2023-04-17 04:00:00,AMAT,SELL,106.7721305314748,8.0,67991.51600881299
2023-04-17 04:00:00,AVY,BUY,170.70124338939493,7.0,66796.60730508722
2023-04-17 04:00:00,AES,BUY,21.40954989185104,62.0,65469.215211792456
2023-04-19 04:00:00,AVB,BUY,158.1136450296148,8.0,64204.30605155554
2023-04-21 04:00:00,AFL,BUY,62.88078752305416,20.0,62946.69030109446
2023-04-24 04:00:00,APA,SELL,33.574752359045256,37.0,64188.95613837913
2023-04-26 04:00:00,ADSK,SELL,191.19000244140625,4.0,64953.716148144755
2023-04-26 04:00:00,BA,SELL,208.25,3.0,65578.46614814475
2023-04-27 04:00:00,AMCR,SELL,9.573445269300802,77.0,66315.62143388092
2023-04-27 04:00:00,AVY,SELL,156.9246996473772,7.0,67414.09433141256
2023-04-28 04:00:00,AES,SELL,20.708891491715,31.0,68056.06996765573
2023-05-03 04:00:00,ADM,SELL,69.79769313190225,9.0,68684.24920584285
2023-05-03 04:00:00,AIZ,BUY,121.0400914437725,11.0,67352.80819996135
2023-05-04 04:00:00,AMCR,SELL,8.895993883362188,78.0,68046.6957228636
2023-05-04 04:00:00,AMT,SELL,175.8205674264534,7.0,69277.43969484877
2023-05-04 04:00:00,ALLE,BUY,105.07039718401276,13.0,67911.5245314566
2023-05-05 04:00:00,ADBE,SELL,338.9800109863281,4.0,69267.44457540191
2023-05-05 04:00:00,AMGN,SELL,214.77537740059933,3.0,69911.7707076037
2023-05-08 04:00:00,AME,BUY,143.11137141634887,9.0,68623.76836485656
2023-05-09 04:00:00,ABBV,SELL,134.5534794492469,2.0,68892.87532375506
2023-05-09 04:00:00,AES,SELL,19.199238696552214,31.0,69488.05172334818
2023-05-11 04:00:00,AAPL,SELL,171.5277321199156,10.0,71203.32904454734
2023-05-11 04:00:00,ADM,SELL,68.36161021843975,10.0,71886.94514673174
2023-05-12 04:00:00,AMD,BUY,96.83000183105467,14.0,70531.32512109698
2023-05-16 04:00:00,ACN,SELL,266.78864305296133,3.0,71331.69105025586
2023-05-17 04:00:00,AMGN,SELL,210.6143497964491,4.0,72174.14844944165
2023-05-17 04:00:00,AMZN,SELL,114.88999938964844,9.0,73208.15844394849
2023-05-18 04:00:00,AEP,SELL,78.56832992655096,9.0,73915.27341328745
2023-05-18 04:00:00,APD,SELL,258.65304639804305,2.0,74432.57950608354
2023-05-18 04:00:00,AVGO,BUY,63.29328579737907,23.0,72976.83393274382
2023-05-18 04:00:00,APO,BUY,60.47024202782118,23.0,71586.01836610393
2023-05-23 04:00:00,AEE,SELL,77.11225525823785,9.0,72280.02866342808
2023-05-23 04:00:00,AEP,SELL,78.25939917357145,9.0,72984.36325599022
2023-05-23 04:00:00,ADSK,BUY,199.2700042724609,7.0,71589.47322608299
2023-05-23 04:00:00,ANET,BUY,35.99250030517578,39.0,70185.76571418114
2023-05-24 04:00:00,AWK,SELL,135.55771299038162,5.0,70863.55427913304
2023-05-25 04:00:00,AEE,SELL,75.60640483346302,10.0,71619.61832746767
2023-05-25 04:00:00,AMD,SELL,117.30999755859376,14.0,73261.95829328799
2023-05-25 04:00:00,AMP,BUY,282.7911904662263,5.0,71848.00234095685
2023-05-26 04:00:00,AMAT,SELL,128.1686033148718,8.0,72873.35116747583
2023-05-30 04:00:00,ABBV,SELL,123.67310308444586,3.0,73244.37047672918
2023-05-30 04:00:00,AOS,SELL,63.67550674522062,8.0,73753.77453069095
2023-05-30 04:00:00,AVGO,SELL,80.57544589907462,23.0,75607.00978636967
2023-05-30 04:00:00,ADBE,BUY,429.9400024414063,3.0,74317.18977904545
2023-05-31 04:00:00,AON,SELL,304.43683306206003,2.0,74926.06344516957
2023-06-01 04:00:00,ABT,SELL,97.05273381280524,7.0,75605.4325818592
2023-06-02 04:00:00,AFL,SELL,62.31142234318821,10.0,76228.54680529109
2023-06-06 04:00:00,ACGL,SELL,68.18893214033922,13.0,77115.00292311549
2023-06-07 04:00:00,AJG,SELL,201.29741624899583,4.0,77920.19258811147
2023-06-08 04:00:00,BAC,BUY,27.59994852827554,55.0,76402.19541905631
2023-06-14 04:00:00,APO,SELL,72.9301909963944,23.0,78079.58981197339
2023-06-14 04:00:00,ADP,BUY,211.07024113109796,7.0,76602.0981240557
2023-06-14 04:00:00,ALB,BUY,222.29259303495272,6.0,75268.34256584599
2023-06-16 04:00:00,ADBE,SELL,518.22998046875,3.0,76823.03250725224
2023-06-16 04:00:00,ADI,BUY,183.1863841376396,8.0,75357.54143415112
