Ticker,NTrades,WinRate,Realized_pnl,PNL,Avg_realized_pnl,ProfitFactor,Remaining_share_value,FinalCash,FinalEquity,CAGR,Sharpe,MaxDrawdown,Calmar
A,10,0.2,-358.68556323458927,-288.6543100973363,-35.86855632345892,0.4199247053756599,1604.4599761962893,,,,,,
AAPL,3,0.3333333333333333,128.10511190266845,315.87318100122496,42.70170396755615,1.9029682874735934,1782.292264061202,,,,,,
ABBV,7,0.42857142857142855,148.21249429820654,385.8382933181788,21.173213471172364,1.3512028142172656,1550.2441576907206,,,,,,
ABT,6,0.5,304.5755761429359,342.62649500453074,50.76259602382265,7.822669650175732,1719.5337284965985,,,,,,
ACGL,10,0.4,165.22274961283853,165.22274961283853,16.52227496128386,1.489192893977132,0.0,,,,,,
ACN,11,0.36363636363636365,252.40173656698613,252.40173656698613,22.945612415180562,1.5380459907817716,0.0,,,,,,
ADBE,10,0.2,-541.8400573730469,-556.3999938964846,-54.18400573730469,0.35629339147171935,1442.1600341796875,,,,,,
ADI,9,0.3333333333333333,-47.40998524284447,-82.41861663000981,-5.26777613809383,0.8963057222413572,1474.8599853515623,,,,,,
ADM,11,0.2727272727272727,88.78015546303078,88.78015546303078,8.070923223911889,1.2395206922332453,0.0,,,,,,
ADP,10,0.3,199.40181927422353,199.40181927422353,19.94018192742235,2.0612513964439674,0.0,,,,,,
ADSK,10,0.5,286.0296783447276,284.3896636962901,28.602967834472757,1.6499045905868712,1288.9200439453125,,,,,,
AEE,10,0.5,139.42333679321382,139.42333679321382,13.942333679321383,1.4953749048045883,1555.499954223633,,,,,,
AEP,10,0.6,12.278568310979466,12.278568310979466,1.2278568310979494,1.031115333878779,0.0,,,,,,
AES,10,0.2,-252.76173015901543,-252.76173015901543,-25.27617301590154,0.7279267168465047,0.0,,,,,,
AFL,9,0.4444444444444444,519.0967518512023,629.6329914693463,57.677416872355806,2.760224218763958,1893.2900466918948,,,,,,
AIG,11,0.2727272727272727,99.42451029694638,99.42451029694638,9.03859184517694,1.209861998205413,0.0,,,,,,
AIZ,2,1.0,557.8738389566197,583.6792166677706,278.93691947830985,,1713.52001953125,,,,,,
AJG,1,0.0,-28.338477583969734,-28.338477583969734,-28.338477583969734,0.0,0.0,,,,,,
AKAM,10,0.2,-379.3799743652342,-379.3799743652342,-37.937997436523425,0.5092362570245155,0.0,,,,,,
ALB,8,0.125,-539.0613420811859,-539.0613420811859,-67.38266776014824,0.36070423260978757,0.0,,,,,,
ALGN,6,0.16666666666666666,-379.0799560546873,-379.0799560546873,-63.179992675781214,0.4351868322062256,0.0,,,,,,
ALL,7,0.42857142857142855,213.56995378144703,267.8112885245456,30.50999339734957,1.6587277439212436,1692.8000488281248,,,,,,
ALLE,6,0.8333333333333334,881.6393471686279,881.6393471686279,146.9398911947713,10.641479831235422,0.0,,,,,,
AMAT,9,0.6666666666666666,828.5009415603415,870.7409317947167,92.0556601733713,3.2398513428889535,1634.8800048828127,,,,,,
AMCR,9,0.2222222222222222,-278.9228003725492,-278.9228003725492,-30.991422263616577,0.41222780224073163,0.0,,,,,,
AMD,7,0.5714285714285714,1047.220108032227,1047.220108032227,149.60287257603244,4.916745285266675,0.0,,,,,,
AME,3,1.0,152.38656807692115,231.06909534709,50.79552269230705,,1307.4599914550781,,,,,,
AMGN,8,0.375,108.82649635035912,108.82649635035912,13.60331204379489,1.4979312645108613,0.0,,,,,,
AMP,8,0.375,437.0325561801631,437.0325561801631,54.62906952252039,1.9497868902852447,0.0,,,,,,
AMT,7,0.42857142857142855,465.33428117875565,465.33428117875565,66.47632588267938,2.6325846650506137,0.0,,,,,,
AMZN,8,0.625,1114.850173950196,1114.850173950196,139.3562717437745,7.56605346624541,0.0,,,,,,
ANET,2,1.0,630.7276039123533,630.7276039123533,315.36380195617664,,0.0,,,,,,
AON,9,0.1111111111111111,-96.13752010626575,-96.13752010626575,-10.681946678473972,0.7666530171087491,0.0,,,,,,
AOS,10,0.4,-95.74577954947814,2.4077583090292194,-9.57457795494781,0.8325740125874244,1524.3082440677988,,,,,,
APA,8,0.5,-14.815650367930687,-14.815650367930687,-1.851956295991343,0.9787122764121903,0.0,,,,,,
APD,10,0.3,-115.56267917122284,-115.56267917122284,-11.556267917122284,0.7705400236714502,0.0,,,,,,
APH,3,0.6666666666666666,651.0912281504576,651.0912281504576,217.03040938348582,7.875242993208166,0.0,,,,,,
APO,6,0.8333333333333334,872.3461833504975,860.3930211650569,145.39103055841625,5.7230225083027095,1645.9471908522178,,,,,,
APTV,5,0.2,-68.6700134277346,-68.6700134277346,-13.73400268554692,0.8124333540154257,0.0,,,,,,
ARE,7,0.14285714285714285,-256.9072615593746,-145.85425141185073,-36.70103736562494,0.4786213106255489,1493.0999450683594,,,,,,
ATO,8,0.375,286.58184053088013,393.2386925499328,35.82273006636001,2.6956502826813216,1527.4800109863281,,,,,,
AVB,3,0.3333333333333333,238.3476829417726,238.3476829417726,79.44922764725753,2.9871856191846766,0.0,,,,,,
AVGO,10,0.4,1134.9157349728634,1134.9157349728634,113.49157349728634,3.7569218321988034,0.0,,,,,,
AVY,8,0.25,-180.55346729239116,-180.55346729239116,-22.569183411548895,0.56446493372326,0.0,,,,,,
AWK,10,0.4,-117.42304221551467,-117.42304221551467,-11.742304221551468,0.6270236620877061,0.0,,,,,,
AXON,9,0.3333333333333333,328.39004516601585,328.39004516601585,36.48778279622398,1.4537529898984825,0.0,,,,,,
AXP,2,0.5,169.4870039522932,350.38056405452244,84.7435019761466,2.7848276362777544,1362.9465567585876,,,,,,
AZO,0,,0.0,0.0,,,0.0,,,,,,
BA,8,0.5,125.73036193847531,125.73036193847531,15.716295242309418,1.252643215636661,0.0,,,,,,
BAC,6,0.5,609.3488623428857,760.3717230638786,101.55814372381428,3.6366356281795724,1731.8399848937988,,,,,,
_PORTFOLIO_,370,0.3891891891891892,9445.858001195078,10875.457586993216,25.529345949175887,1.5253248623026223,29945.542188161253,80929.91539883181,110875.45758699307,0.03493843641625882,-0.42965029525611265,-0.04210374657662286,0.8298177539301832
