Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,RealizedPNL
ADM,2022-12-21 05:00:00,2022-12-22 05:00:00,85.35762337078685,86.17246431525359,23.0,18.741341722734973
ADM,2022-12-27 05:00:00,2022-12-29 05:00:00,86.96901248408072,85.95274787952948,23.0,-23.374085904678495
APD,2023-02-01 05:00:00,2023-02-03 05:00:00,297.51669524463244,272.23181961685384,5.0,-126.42437813889302
AVY,2023-01-05 05:00:00,2023-02-08 05:00:00,175.34812636015792,173.5677097741771,11.0,-19.584582445788982
AKAM,2023-02-03 05:00:00,2023-02-15 05:00:00,89.5199966430664,81.52999877929688,18.0,-143.81996154785156
ALB,2023-01-31 05:00:00,2023-02-22 05:00:00,261.2556436586862,233.1012162638819,6.0,-168.9265643688259
ACN,2023-02-06 05:00:00,2023-03-01 05:00:00,274.2903061744992,254.15975617258488,5.0,-100.65275000957172
ALL,2023-02-09 05:00:00,2023-03-03 05:00:00,128.79628362337525,119.19572297058382,12.0,-115.20672783349715
BAC,2023-01-30 05:00:00,2023-03-03 05:00:00,32.71476353019521,31.46809695048795,51.0,-63.579995565070405
AMZN,2023-01-19 05:00:00,2023-03-06 05:00:00,94.73999786376952,95.19000244140624,18.0,8.100082397460938
ALLE,2023-01-12 05:00:00,2023-03-07 05:00:00,110.02290341211648,110.28275220342732,17.0,4.4174294522843525
ATO,2023-02-03 05:00:00,2023-03-07 05:00:00,110.99387082808366,106.78839530733596,14.0,-58.87665729046776
ADSK,2023-01-24 05:00:00,2023-03-08 05:00:00,209.30999755859372,205.83999633789065,8.0,-27.760009765624545
AXON,2023-01-17 05:00:00,2023-03-08 05:00:00,188.30999755859372,226.0,9.0,339.2100219726565
AMP,2023-01-17 05:00:00,2023-03-13 04:00:00,319.5186574461792,281.7740858718364,5.0,-188.72285787171393
AMD,2023-01-24 05:00:00,2023-03-16 04:00:00,73.75,89.72000122070312,23.0,367.3100280761719
AOS,2023-01-09 05:00:00,2023-04-13 04:00:00,58.277025795948525,62.73592360640775,33.0,147.1436277451545
AMAT,2023-01-17 05:00:00,2023-04-17 04:00:00,106.70796966552734,106.7721305314748,17.0,1.0907347211067702
APA,2023-04-14 04:00:00,2023-04-24 04:00:00,36.557235625034416,33.574752359045256,38.0,-113.33436410758807
BA,2023-04-10 04:00:00,2023-04-26 04:00:00,211.0,208.25,7.0,-19.25
AMCR,2023-04-12 04:00:00,2023-04-27 04:00:00,9.79629030074077,9.573445269300802,159.0,-35.43235999895497
AVY,2023-04-17 04:00:00,2023-04-27 04:00:00,170.70124338939493,156.9246996473772,8.0,-110.21234993614189
AES,2023-04-17 04:00:00,2023-04-28 04:00:00,21.40954989185104,20.708891491715,64.0,-44.84213760870648
ADM,2023-04-13 04:00:00,2023-05-03 04:00:00,74.4926246408857,69.79769313190225,20.0,-93.89863017966888
AMT,2023-04-13 04:00:00,2023-05-04 04:00:00,193.14798815528812,175.8205674264534,7.0,-121.29194510184297
ABBV,2023-03-06 05:00:00,2023-05-05 04:00:00,140.90635500997533,135.58496073487143,12.0,-63.85673130124678
ADBE,2023-03-28 04:00:00,2023-05-05 04:00:00,373.4200134277344,338.9800109863281,4.0,-137.760009765625
AMGN,2023-04-05 04:00:00,2023-05-05 04:00:00,229.46236021491657,214.77537740059933,7.0,-102.80887970022073
ACN,2023-04-04 04:00:00,2023-05-16 04:00:00,272.7941972839045,266.78864305296133,6.0,-36.033325385659055
AEP,2023-04-10 04:00:00,2023-05-18 04:00:00,85.10007085386943,78.56832992655096,19.0,-124.10307761905086
APD,2023-04-13 04:00:00,2023-05-18 04:00:00,269.68631719061545,258.65304639804305,5.0,-55.16635396286205
AEE,2023-04-05 04:00:00,2023-05-19 04:00:00,80.35491273517624,77.45406680163059,20.0,-58.01691867091307
AWK,2023-04-10 04:00:00,2023-05-24 04:00:00,141.77927470031918,135.55771299038162,11.0,-68.43717880931317
AMD,2023-05-12 04:00:00,2023-05-25 04:00:00,96.83000183105467,117.30999755859376,15.0,307.1999359130864
AMZN,2023-03-27 04:00:00,2023-05-30 04:00:00,99.06999969482422,122.37000274658205,19.0,442.7000579833987
AOS,2023-04-24 04:00:00,2023-05-30 04:00:00,65.60009745145227,63.67550674522062,20.0,-38.49181412463295
AVGO,2023-05-18 04:00:00,2023-05-30 04:00:00,63.29328579737907,80.57544589907462,24.0,414.77184244069326
AON,2023-04-04 04:00:00,2023-05-31 04:00:00,310.73465473894225,304.43683306206003,5.0,-31.48910838441111
ABT,2023-04-14 04:00:00,2023-06-01 04:00:00,98.67172623201796,97.05273381280524,14.0,-22.66589386897803
AFL,2023-04-21 04:00:00,2023-06-02 04:00:00,62.88078752305416,62.31142234318821,21.0,-11.956668777184895
ACGL,2023-03-31 04:00:00,2023-06-06 04:00:00,64.56600900930587,68.18893214033922,28.0,101.44184766893369
APO,2023-05-18 04:00:00,2023-06-14 04:00:00,60.47024202782118,72.9301909963944,24.0,299.03877524575734
ADBE,2023-05-30 04:00:00,2023-06-16 04:00:00,429.9400024414063,518.22998046875,3.0,264.8699340820311
AWK,2023-06-22 04:00:00,2023-06-28 04:00:00,140.75948122349138,134.78356588172684,10.0,-59.75915341764534
AMP,2023-05-25 04:00:00,2023-07-19 04:00:00,282.7911904662263,341.0694306470472,5.0,291.3912009041047
ANET,2023-05-23 04:00:00,2023-07-19 04:00:00,35.99250030517578,43.6150016784668,39.0,297.2775535583496
AMT,2023-07-07 04:00:00,2023-07-26 04:00:00,180.61730484226337,173.34217182664125,7.0,-50.92593110935482
ALB,2023-06-14 04:00:00,2023-07-26 04:00:00,222.29259303495272,203.59388361354385,6.0,-112.19225652845319
ALGN,2023-06-21 04:00:00,2023-07-27 04:00:00,330.8099975585937,403.8299865722656,4.0,292.0799560546877
AMAT,2023-05-18 04:00:00,2023-07-31 04:00:00,122.99031525791874,148.9076346132726,12.0,311.00783226424625
APA,2023-07-10 04:00:00,2023-08-04 04:00:00,31.642983817284208,38.39812683334655,40.0,270.2057206424938
AES,2023-07-14 04:00:00,2023-08-07 04:00:00,19.3413224994754,17.718564247571212,63.0,-102.23376986996381
ALL,2023-08-03 04:00:00,2023-08-07 04:00:00,100.74595277228796,105.0439547028708,11.0,47.27802123641126
AEP,2023-07-18 04:00:00,2023-08-08 04:00:00,77.79600828265664,73.26197619288475,14.0,-63.476449256806575
ALLE,2023-05-04 04:00:00,2023-08-08 04:00:00,105.07039718401276,108.45173849528334,14.0,47.338778357788044
