Date,Equity,DailyReturn
2022-09-28 04:00:00,100000.0,0.0
2022-09-29 04:00:00,100000.0,0.0
2022-09-30 04:00:00,100000.0,0.0
2022-10-03 04:00:00,100000.0,0.0
2022-10-04 04:00:00,100000.0,0.0
2022-10-05 04:00:00,100000.0,0.0
2022-10-06 04:00:00,100000.0,0.0
2022-10-07 04:00:00,100000.0,0.0
2022-10-10 04:00:00,100000.0,0.0
2022-10-11 04:00:00,100000.0,0.0
2022-10-12 04:00:00,100000.0,0.0
2022-10-13 04:00:00,100000.0,0.0
2022-10-14 04:00:00,100000.0,0.0
2022-10-17 04:00:00,100000.0,0.0
2022-10-18 04:00:00,100000.0,0.0
2022-10-19 04:00:00,100000.0,0.0
2022-10-20 04:00:00,100000.0,0.0
2022-10-21 04:00:00,100000.0,0.0
2022-10-24 04:00:00,100000.0,0.0
2022-10-25 04:00:00,100000.0,0.0
2022-10-26 04:00:00,100000.0,0.0
2022-10-27 04:00:00,100000.0,0.0
2022-10-28 04:00:00,100000.0,0.0
2022-10-31 04:00:00,100000.0,0.0
2022-11-01 04:00:00,100000.0,0.0
2022-11-02 04:00:00,100000.0,0.0
2022-11-03 04:00:00,100000.0,0.0
2022-11-04 04:00:00,100000.0,0.0
2022-11-07 05:00:00,100000.0,0.0
2022-11-08 05:00:00,100000.0,0.0
2022-11-09 05:00:00,100000.0,0.0
2022-11-10 05:00:00,100000.0,0.0
2022-11-11 05:00:00,100000.0,0.0
2022-11-14 05:00:00,100000.0,0.0
2022-11-15 05:00:00,100000.0,0.0
2022-11-16 05:00:00,100000.0,0.0
2022-11-17 05:00:00,100000.0,0.0
2022-11-18 05:00:00,100000.0,0.0
2022-11-21 05:00:00,100000.0,0.0
2022-11-22 05:00:00,100000.0,0.0
2022-11-23 05:00:00,100000.0,0.0
2022-11-25 05:00:00,100000.0,0.0
2022-11-28 05:00:00,100000.0,0.0
2022-11-29 05:00:00,100000.0,0.0
2022-11-30 05:00:00,100000.0,0.0
2022-12-01 05:00:00,100000.0,0.0
2022-12-02 05:00:00,100000.0,0.0
2022-12-05 05:00:00,100000.0,0.0
2022-12-06 05:00:00,100000.0,0.0
2022-12-07 05:00:00,100000.0,0.0
2022-12-08 05:00:00,100000.0,0.0
2022-12-09 05:00:00,100000.0,0.0
2022-12-12 05:00:00,100000.0,0.0
2022-12-13 05:00:00,100000.0,0.0
2022-12-14 05:00:00,100000.0,0.0
2022-12-15 05:00:00,100000.0,0.0
2022-12-16 05:00:00,100000.0,0.0
2022-12-19 05:00:00,100000.0,0.0
2022-12-20 05:00:00,100000.0,0.0
2022-12-21 05:00:00,100000.0,0.0
2022-12-22 05:00:00,100476.68195251304,0.004766819525130472
2022-12-23 05:00:00,100476.68195251304,0.0
2022-12-27 05:00:00,100476.68195251304,0.0
2022-12-28 05:00:00,100957.41598608962,0.0047845333288749625
2022-12-29 05:00:00,99890.29727568699,-0.010569988345875081
2022-12-30 05:00:00,99890.29727568699,0.0
2023-01-03 05:00:00,99890.29727568699,0.0
2023-01-04 05:00:00,99890.29727568699,0.0
2023-01-05 05:00:00,99890.29727568699,0.0
2023-01-06 05:00:00,100087.67922371809,0.0019759871920927985
2023-01-09 05:00:00,101126.00317407066,0.010374143535006874
2023-01-10 05:00:00,100416.68436906062,-0.0070142078471061575
2023-01-11 05:00:00,100903.46884202748,0.004847645349230767
2023-01-12 05:00:00,102904.5651896525,0.019831789437862568
2023-01-13 05:00:00,101387.37358281735,-0.014743676376640535
2023-01-17 05:00:00,103063.9720560968,0.016536560855972215
2023-01-18 05:00:00,102039.58671324243,-0.009939315576706131
2023-01-19 05:00:00,99779.28091360188,-0.02215126376386256
2023-01-20 05:00:00,98637.16355470843,-0.011446438062451048
2023-01-23 05:00:00,100726.8827313343,0.021185921221942072
2023-01-24 05:00:00,101170.7046255508,0.004406191099949774
2023-01-25 05:00:00,99987.36036387405,-0.011696511021214162
2023-01-26 05:00:00,100648.62540206913,0.00661348630255465
2023-01-27 05:00:00,99852.14725130946,-0.007913452842280844
2023-01-30 05:00:00,100281.10557374438,0.004295934882154517
2023-01-31 05:00:00,102260.10489904827,0.019734518421803626
2023-02-01 05:00:00,104642.4001786942,0.023296429061927304
2023-02-02 05:00:00,105024.88840697554,0.0036551935699886684
2023-02-03 05:00:00,105063.52887270831,0.0003679172272292863
2023-02-06 05:00:00,103013.43858434737,-0.019512863410905967
2023-02-07 05:00:00,101798.31017738004,-0.011795824153296053
2023-02-08 05:00:00,102389.87560670493,0.005811151759730571
2023-02-09 05:00:00,102898.21069854937,0.00496470074636135
2023-02-10 05:00:00,101368.08943023879,-0.014870241745925328
2023-02-13 05:00:00,102227.24020993809,0.008475554629946647
2023-02-14 05:00:00,103100.34253314901,0.008540799119861608
2023-02-15 05:00:00,101976.30209113432,-0.010902392896059432
2023-02-16 05:00:00,102328.7424964624,0.0034561010558424865
2023-02-17 05:00:00,102908.04988440734,0.005661238219212716
2023-02-21 05:00:00,101866.48183078754,-0.010121346724476399
2023-02-22 05:00:00,101675.19189989593,-0.0018778495875548806
2023-02-23 05:00:00,101128.97247341197,-0.005372199612091677
2023-02-24 05:00:00,99835.84511189545,-0.012786912888455237
2023-02-27 05:00:00,100682.76675518918,0.008483141925072157
2023-02-28 05:00:00,99963.37634282913,-0.007145119622201657
2023-03-01 05:00:00,99903.08560209435,-0.0006031282949868766
2023-03-02 05:00:00,100043.3415475785,0.001403920055510488
2023-03-03 05:00:00,100597.55326081449,0.005539716133656114
2023-03-06 05:00:00,101066.13710673667,0.0046580044020285705
2023-03-07 05:00:00,100482.35475760214,-0.005776240844329483
2023-03-08 05:00:00,100120.96584771964,-0.0035965410121437946
2023-03-09 05:00:00,100196.77786359275,0.0007572042002512713
2023-03-10 05:00:00,100045.24639908844,-0.0015123386972643038
2023-03-13 04:00:00,98920.37474328466,-0.011243629220688667
2023-03-14 04:00:00,99745.6505918612,0.008342829783229977
2023-03-15 04:00:00,99505.09641313701,-0.002411675870544805
2023-03-16 04:00:00,99475.9260759368,-0.0002931542026660683
2023-03-17 04:00:00,99909.81644891528,0.0043617625901493096
2023-03-20 04:00:00,99276.61165087369,-0.006337763600690383
2023-03-21 04:00:00,99862.94862852272,0.005906093770716048
2023-03-22 04:00:00,99860.52914106092,-2.4228079533283875e-05
2023-03-23 04:00:00,99569.54229061137,-0.002913932591309565
2023-03-24 04:00:00,99174.6633062016,-0.003965861199374032
2023-03-27 04:00:00,100765.54890183936,0.01604125028109138
2023-03-28 04:00:00,100448.94019265784,-0.0031420332904645853
2023-03-29 04:00:00,101374.91017831671,0.009218315134862376
2023-03-30 04:00:00,102073.24512276886,0.006888636874980092
2023-03-31 04:00:00,101870.91954806146,-0.0019821606970960026
2023-04-03 04:00:00,102006.90668914859,0.0013348965699968574
2023-04-04 04:00:00,102585.89044981966,0.005675927047130713
2023-04-05 04:00:00,101304.93726216945,-0.012486641018891409
2023-04-06 04:00:00,100435.59218375648,-0.00858146801042059
2023-04-10 04:00:00,100515.14381483455,0.0007920661326168421
2023-04-11 04:00:00,101067.66547581552,0.005496899671146194
2023-04-12 04:00:00,101291.11439303747,0.002210884323586404
2023-04-13 04:00:00,101016.21934544468,-0.0027139107831918308
2023-04-14 04:00:00,102140.87034423364,0.011133370522836472
2023-04-17 04:00:00,102168.06337210446,0.00026623062618491566
2023-04-18 04:00:00,102259.3104195135,0.0008931073409574886
2023-04-19 04:00:00,101293.22611373187,-0.009447397032292804
2023-04-20 04:00:00,102208.92137763921,0.009040044423890725
2023-04-21 04:00:00,103216.23899475174,0.009855476445062017
2023-04-24 04:00:00,103291.5665770048,0.0007298035947318482
2023-04-25 04:00:00,103092.19108246377,-0.0019302204540813106
2023-04-26 04:00:00,101982.74633938527,-0.010761675849832897
2023-04-27 04:00:00,100462.5063448959,-0.014906835215343306
2023-04-28 04:00:00,99517.27936050727,-0.009408753760767108
2023-05-01 04:00:00,100101.0279231701,0.005865801059011799
2023-05-02 04:00:00,99933.70969749556,-0.001671493581494099
2023-05-03 04:00:00,99388.26092765179,-0.0054581058933454996
2023-05-04 04:00:00,98562.90249928413,-0.00830438545421841
2023-05-05 04:00:00,98309.24911904855,-0.0025735177617910443
2023-05-08 04:00:00,98726.88473959272,0.00424818238656699
2023-05-09 04:00:00,98551.05910553315,-0.001780929627460015
2023-05-10 04:00:00,98651.89635017958,0.001023197980434265
2023-05-11 04:00:00,98389.52862134752,-0.002659530516278652
2023-05-12 04:00:00,99093.88060332995,0.007158810412570826
